movieId,title,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,release_year
61,Eye for an Eye,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1996
62,Mr. Holland's Opus,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
64,Two if by Sea,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1996
65,Bio-Dome,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
66,Lawnmower Man 2: Beyond Cyberspace,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1996
69,Friday,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
70,From Dusk Till Dawn,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1996
73,"Misérables, Les",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1995
74,Bed of Roses,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1996
76,Screamers,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1995
79,"Juror, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1996
81,Things to Do in Denver When You're Dead,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1995
82,Antonia's Line (Antonia),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995
85,Angels and Insects,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1995
86,White Squall,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1996
88,Black Sheep,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
89,Nick of Time,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1995
92,Mary Reilly,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1996
93,Vampire in Brooklyn,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1995
94,Beautiful Girls,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1996
95,Broken Arrow,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1996
97,"Hate (Haine, La)",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1995
100,City Hall,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1996
101,Bottle Rocket,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1996
102,Mr. Wrong,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
104,Happy Gilmore,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
105,"Bridges of Madison County, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1995
107,Muppet Treasure Island,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1996
110,Braveheart,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1995
111,Taxi Driver,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1976
112,Rumble in the Bronx (Hont faan kui),1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
122,Boomerang,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1992
123,Chungking Express (Chung Hing sam lam),0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1994
125,Flirting With Disaster,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
132,Jade,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1995
135,Down Periscope,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
140,Up Close and Personal,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1996
141,"Birdcage, The",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1996
144,"Brothers McMullen, The",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
145,Bad Boys,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1995
147,"Basketball Diaries, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995
150,Apollo 13,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1995
151,Rob Roy,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1995
153,Batman Forever,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
154,Beauty of the Day (Belle de jour),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1967
156,Blue in the Face,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995
157,Canadian Bacon,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1995
158,Casper,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
159,Clockers,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1995
160,Congo,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1995
161,Crimson Tide,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1995
162,Crumb,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1994
163,Desperado,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1995
164,Devil in a Blue Dress,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1995
165,Die Hard: With a Vengeance,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1995
168,First Knight,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1995
169,Free Willy 2: The Adventure Home,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995
170,Hackers,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1995
172,Johnny Mnemonic,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1995
173,Judge Dredd,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1995
174,Jury Duty,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
175,Kids,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995
176,Living in Oblivion,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
177,Lord of Illusions,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1995
180,Mallrats,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1995
181,Mighty Morphin Power Rangers: The Movie,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
185,"Net, The",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1995
186,Nine Months,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1995
188,"Prophecy, The",0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1995
191,"Scarlet Letter, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1995
193,Showgirls,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995
194,Smoke,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995
195,Something to Talk About,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1995
196,Species,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1995
198,Strange Days,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1995
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les)",0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1964
203,"To Wong Foo, Thanks for Everything! Julie Newmar",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
204,Under Siege 2: Dark Territory,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
207,"Walk in the Clouds, A",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1995
208,Waterworld,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1995
213,Burnt by the Sun (Utomlyonnye solntsem),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1994
215,Before Sunrise,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1995
216,Billy Madison,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
218,Boys on the Side,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995
222,Circle of Friends,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1995
223,Clerks,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
224,Don Juan DeMarco,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1995
225,Disclosure,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1994
227,Drop Zone,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1994
229,Death and the Maiden,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1994
230,Dolores Claiborne,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1995
231,Dumb & Dumber (Dumb and Dumber),0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
232,Eat Drink Man Woman (Yin shi nan nu),0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1994
233,Exotica,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1994
234,Exit to Eden,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
235,Ed Wood,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1994
236,French Kiss,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1995
237,Forget Paris,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1995
239,"Goofy Movie, A",0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1995
246,Hoop Dreams,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1994
247,Heavenly Creatures,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1994
248,Houseguest,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
249,Immortal Beloved,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1994
252,I.Q.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1994
253,Interview with the Vampire: The Vampire Chronicles,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1994
256,Junior,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1994
257,Just Cause,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1995
258,"Kid in King Arthur's Court, A",0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1995
259,Kiss of Death,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1995
260,Star Wars: Episode IV - A New Hope,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1977
261,Little Women,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1994
262,"Little Princess, A",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995
265,Like Water for Chocolate (Como agua para chocolate),0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1992
266,Legends of the Fall,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1994
267,Major Payne,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
272,"Madness of King George, The",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1994
273,Mary Shelley's Frankenstein (Frankenstein),0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1994
275,Mixed Nuts,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
276,Milk Money,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1994
277,Miracle on 34th Street,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1994
280,Murder in the First,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1995
281,Nobody's Fool,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1994
282,Nell,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1994
288,Natural Born Killers,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1994
289,Only You,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1994
290,Once Were Warriors,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1994
292,Outbreak,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1995
293,Léon: The Professional (a.k.a. The Professional) (Léon),1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1994
296,Pulp Fiction,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1994
299,Priest,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1994
300,Quiz Show,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1994
302,"Queen Margot (Reine Margot, La)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1994
303,"Quick and the Dead, The",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1995
305,Ready to Wear (Pret-A-Porter),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
306,Three Colors: Red (Trois couleurs: Rouge),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1994
307,Three Colors: Blue (Trois couleurs: Bleu),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1993
308,Three Colors: White (Trzy kolory: Bialy),0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1994
314,"Secret of Roan Inish, The",0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1994
315,"Specialist, The",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1994
316,Stargate,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1994
317,"Santa Clause, The",0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1994
318,"Shawshank Redemption, The",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1994
319,Shallow Grave,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1994
322,Swimming with Sharks,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995
327,Tank Girl,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1995
328,Tales from the Crypt Presents: Demon Knight,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1995
329,Star Trek: Generations,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1994
330,Tales from the Hood,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1995
332,Village of the Damned,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1995
333,Tommy Boy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1995
334,Vanya on 42nd Street,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1994
337,What's Eating Gilbert Grape,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1993
338,Virtuosity,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1995
339,While You Were Sleeping,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1995
340,"War, The",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1994
342,Muriel's Wedding,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
344,Ace Ventura: Pet Detective,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
345,"Adventures of Priscilla, Queen of the Desert, The",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1994
347,Bitter Moon,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1992
348,Bullets Over Broadway,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
349,Clear and Present Danger,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1994
350,"Client, The",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1994
351,"Corrina, Corrina",0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1994
353,"Crow, The",1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1994
355,"Flintstones, The",0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994
356,Forrest Gump,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1994
357,Four Weddings and a Funeral,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1994
358,Higher Learning,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1995
360,I Love Trouble,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
361,It Could Happen to You,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1994
362,"Jungle Book, The",0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1994
364,"Lion King, The",0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1994
365,Little Buddha,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1993
366,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A)",0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1994
367,"Mask, The",1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1994
368,Maverick,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1994
370,Naked Gun 33 1/3: The Final Insult,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
371,"Paper, The",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1994
372,Reality Bites,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1994
373,Red Rock West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1992
374,Richie Rich,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
376,"River Wild, The",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1994
377,Speed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1994
378,Speechless,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1994
379,Timecop,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1994
380,True Lies,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1994
381,When a Man Loves a Woman,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1994
382,Wolf,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1994
383,Wyatt Earp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1994
393,Street Fighter,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994
405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension),1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1994
407,In the Mouth of Madness,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1995
410,Addams Family Values,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1993
412,"Age of Innocence, The",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1993
413,Airheads,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
415,Another Stakeout,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1993
416,Bad Girls,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1994
417,Barcelona,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1994
419,"Beverly Hillbillies, The",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
420,Beverly Hills Cop III,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1994
421,Black Beauty,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1994
423,Blown Away,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1994
426,Body Snatchers,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1993
427,Boxing Helena,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1993
428,"Bronx Tale, A",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1993
429,Cabin Boy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
431,Carlito's Way,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1993
432,City Slickers II: The Legend of Curly's Gold,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1994
434,Cliffhanger,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1993
435,Coneheads,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1993
437,Cops and Robbersons,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
440,Dave,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1993
441,Dazed and Confused,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993
